CS01012021,T_SEC_NL,ZONENUMMER,STGB,NIS_GEM_L
3100514MQ,MBZ,"1615","1",31005 BRUGGE
3100597MQ,VOORHAVEN,"1616","1",31005 BRUGGE
31005A001,BRUGGE-CENTRUM - BELFORT,"1585","1",31005 BRUGGE
31005A012,SINT-WALBURGA,"1586","1",31005 BRUGGE
31005A023,SINT-SALVATOR,"1587","1",31005 BRUGGE
31005A101,CANADABRUG,"1588","1",31005 BRUGGE
31005A11-,STUBBEKWARTIER,"1588","1",31005 BRUGGE
31005A122,KRISTUS-KONING,"1588","1",31005 BRUGGE
31005A201,SINT-PIETERS - WIJNENBERG,"1589","1",31005 BRUGGE
31005A211,SINT-PIETERS - MOLEN,"1590","1",31005 BRUGGE
31005A22-,SINT-PIETERS - ZEVENEKE,"1591","1",31005 BRUGGE
31005A232,DUIVENSLAG,"1591","1",31005 BRUGGE
31005A242,VEEMARKT,"1589","1",31005 BRUGGE
31005A2MA,AZ SINT-JAN,"1592","1",31005 BRUGGE
31005A2PA,BLAUWE TOREN,"1592","1",31005 BRUGGE
31005A301,SINT-JOZEF,"1593","1",31005 BRUGGE
31005A312,FORT LAPIN,"1593","1",31005 BRUGGE
31005A323,BOMMELBEEK,"1593","1",31005 BRUGGE
31005A334,NOORWEGSE KAAI,"1593","1",31005 BRUGGE
31005A342,KRUISABELE,"1594","1",31005 BRUGGE
31005A37-,DOKKEN,"1595","1",31005 BRUGGE
31005A391,TEN BERGE,"1594","1",31005 BRUGGE
31005A401,GEZELLEKWARTIER,"1596","1",31005 BRUGGE
31005A412,KARTUIZERSWIJK,"1597","1",31005 BRUGGE
31005A423,PUTTERIE,"1596","1",31005 BRUGGE
31005A501,GENTWEG,"1598","1",31005 BRUGGE
31005A512,ASTRIDPARK,"1599","1",31005 BRUGGE
31005A60-,SMEDENPOORT,"1600","1",31005 BRUGGE
31005A61-,BEGIJNHOFBUURT,"1601","1",31005 BRUGGE
31005A671,INDUSTRIEPARK,"1602","1",31005 BRUGGE
31005A701,SINT-GILLIS,"1603","1",31005 BRUGGE
31005A712,BLOEDPUT,"1604","1",31005 BRUGGE
31005A723,SINT-JOZEF KLINIEK,"1605","1",31005 BRUGGE
31005B00-,LISSEWEGE-CENTRUM,"1606","1",31005 BRUGGE
31005B01-,OPPERHOF,"1606","1",31005 BRUGGE
31005B080,LISSEWEGE-VERSPREIDE BEWONING,"1606","1",31005 BRUGGE
31005B092,ZEELAAN,"1606","1",31005 BRUGGE
31005B400,ZEEBRUGGE - DORP,"1607","1",31005 BRUGGE
31005B410,ZEEBRUGGE - MIJN,"1608","1",31005 BRUGGE
31005B42-,ZEEBRUGGE - STATION,"1609","1",31005 BRUGGE
31005B479,ZEEBRUGGE POLDER - STROOIEN,"1610","1",31005 BRUGGE
31005B480,KANAAL-WEST ( HEIST ),"1610","1",31005 BRUGGE
31005B50-,ZWANKERDAMME,"1611","1",31005 BRUGGE
31005B571,,"1612","1",31005 BRUGGE
31005B70-,ZEEBRUGGE - DE MOLE,"1613","1",31005 BRUGGE
31005B771,BUITENHAVEN,"1614","1",31005 BRUGGE
31005B7MA,BRAAMBEIERHOEK,"1613","1",31005 BRUGGE
31005B7PA,ZEEWEGE,"1613","1",31005 BRUGGE
31005C00-,DUDZELE-CENTRUM,"1617","1",31005 BRUGGE
31005C01-,WATERGANG,"1617","1",31005 BRUGGE
31005C023,STATIESTRAAT,"1617","1",31005 BRUGGE
31005C091,DUDZEDE-VERSPR. BEWONING-ZUID,"1617","1",31005 BRUGGE
31005C0MA,PEAK-SHAVING,"1618","1",31005 BRUGGE
31005C0PA,ACHTERHAVEN,"1618","1",31005 BRUGGE
31005C112,KRUISABELE,"1617","1",31005 BRUGGE
31005D00-,KOOLKERKE-CENTRUM,"1619","1",31005 BRUGGE
"31005D011",ROMBAUTS - WIJK,"1619","1",31005 BRUGGE
31005D09-,KOOLKERKE-VERSPREIDE BEWONING,"1619","1",31005 BRUGGE
"31005D112",KOOLKERKE-ZUID-OOST,"1619","1",31005 BRUGGE
"31005E001",SINT-KRUIS - CENTRUM,"1620","1",31005 BRUGGE
31005E01-,'T FORTUINTJE - VELTEM,"1620","1",31005 BRUGGE
"31005E021",DE MOTE,"1621","1",31005 BRUGGE
"31005E030",POLDERHOEK,"1620","1",31005 BRUGGE
"31005E042",SINT-KRUIS - KRUISPORT,"1621","1",31005 BRUGGE
"31005E052",FORTUINSTRAAT,"1620","1",31005 BRUGGE
"31005E091",DEN BROUCK,"1622","1",31005 BRUGGE
"31005E100",DE LINDE,"1623","1",31005 BRUGGE
"31005E112",MALEHOEK-WEST,"1623","1",31005 BRUGGE
"31005E123",MALEHOEK,"1623","1",31005 BRUGGE
"31005E194",MALEVELD - DOOLHOF,"1623","1",31005 BRUGGE
31005E20-,VOSSENSTEERT,"1623","1",31005 BRUGGE
"31005E301",DAMPOORT,"1624","1",31005 BRUGGE
"31005E312",BLAUW HUIS,"1624","1",31005 BRUGGE
31005F001,VERRE ASSEBROEK,"1625","1",31005 BRUGGE
31005F011,ENGELENDALELAAN,"1626","1",31005 BRUGGE
31005F022,MEERSENSTRAAT,"1626","1",31005 BRUGGE
31005F033,'T LEITJE,"1626","1",31005 BRUGGE
31005F082,WEIDEBEEK,"1625","1",31005 BRUGGE
31005F090,ASSEBROEKSE MEERSEN,"1626","1",31005 BRUGGE
31005F101,ASSUMPTA,"1625","1",31005 BRUGGE
31005F182,DAVERLOO,"1625","1",31005 BRUGGE
31005F20-,STEENBRUGGE,"1628","1",31005 BRUGGE
31005F210,ZEVENTOREN,"1628","1",31005 BRUGGE
31005F22-,TIRE,"1629","1",31005 BRUGGE
31005F301,SINT-KATARINA - KATELIJNEPOORT,"1629","1",31005 BRUGGE
31005F311,RUBENSLAAN,"1630","1",31005 BRUGGE
31005F322,BRUGSE KERKHOF,"1629","1",31005 BRUGGE
31005F332,'T PEERDJE,"1630","1",31005 BRUGGE
31005F401,ZEVEKOTE,"1630","1",31005 BRUGGE
31005F412,RIJKSSPORTCENTRUM,"1630","1",31005 BRUGGE
31005F510,LUTGARDIS,"1625","1",31005 BRUGGE
31005G001,SINT-MICHIELS-CENTRUM,"1631","1",31005 BRUGGE
31005G010,KAAS EN BROOD - DOORNHAAG,"1632","1",31005 BRUGGE
31005G099,STUIVENBERG,"1633","1",31005 BRUGGE
31005G17-,BRUGEOISE,"1632","1",31005 BRUGGE
31005G201,GODELIEVE - KERK,"1634","1",31005 BRUGGE
31005G212,STOKVELDEWIJK,"1634","1",31005 BRUGGE
31005G283,BOUDEWIJNPARK,"1632","1",31005 BRUGGE
31005G311,DE GALGE,"1633","1",31005 BRUGGE
31005G322,KAPELLEWEG,"1633","1",31005 BRUGGE
31005G33-,VOGELZANG,"1633","1",31005 BRUGGE
31005G349,TILLEGEM,"1633","1",31005 BRUGGE
31005G402,XAVERIANEN,"1631","1",31005 BRUGGE
31005G41-,DRIEHOEK,"1635","1",31005 BRUGGE
31005G423,'T SPEELHOF,"1635","1",31005 BRUGGE
31005G4MJ,ZWANEKERKE,"1635","1",31005 BRUGGE
31005H001,SINT-ANDRIES - CENTRUM,"1636","1",31005 BRUGGE
31005H011,SCHAAPSKLAUW,"1637","1",31005 BRUGGE
31005H021,PASTORIESTRAAT,"1637","1",31005 BRUGGE
31005H042,MOLENDORP,"1636","1",31005 BRUGGE
31005H052,KOUDE KEUKEN,"1638","1",31005 BRUGGE
31005H083,OLYMPIAPARK,"1636","1",31005 BRUGGE
31005H0PN,NOORDVELDE,"1637","1",31005 BRUGGE
31005H101,SINT-BAAFS,"1639","1",31005 BRUGGE
31005H11-,LANGE VESTING,"1640","1",31005 BRUGGE
31005H122,SANDERSKWARTIER,"1639","1",31005 BRUGGE
31005H133,NOORDVELD KASTEEL,"1640","1",31005 BRUGGE
31005H142,MANITOBALAAN,"1639","1",31005 BRUGGE
31005H170,WAGGELWATER,"1640","1",31005 BRUGGE
31005H190,TER LUCHT - TER WIND,"1641","1",31005 BRUGGE
31005H201,LEOPOLDWIJK,"1636","1",31005 BRUGGE
31005H210,ZEVENBERGEN,"1642","1",31005 BRUGGE
31005H382,ABDIJ ZEVENKERKE,"1643","1",31005 BRUGGE
31005H391,SINT-ANNA IN DE WOESTIJN,"1644","1",31005 BRUGGE
31005H490,SPEIEN,"1641","1",31005 BRUGGE
31006A00-,DAMME-KERN,"1645","1",31006 DAMME
31006A082,STAMPERSHOEK,"1645","1",31006 DAMME
31006A099,DAMME-VERSPREIDE BEWONING,"1645","1",31006 DAMME
31006A183,PLATHEULE,"1645","1",31006 DAMME
31006B40-,VIVENKAPELLE-KERN,"1646","1",31006 DAMME
31006B495,VIVENKAPELLE-VERSPR. BEWONING,"1646","1",31006 DAMME
31006C00-,OOSTKERKE-DORP,"1647","1",31006 DAMME
31006C012,EIENBROEK,"1647","1",31006 DAMME
31006C099,OOSTKERKE-VERSPREIDE BEWONING,"1647","1",31006 DAMME
31006C10-,HOEKE,"1647","1",31006 DAMME
31006D00-,LAPSCHEURE-KERN,"1648","1",31006 DAMME
"31006D099",LAPSCHEURE-VERSPREIDE BEWONING,"1648","1",31006 DAMME
31006E00-,MOERKERKE-CENTRUM,"1649","1",31006 DAMME
31006E0PN,MOERKERKE-RAND,"1649","1",31006 DAMME
31006E10-,DE HOORN,"1649","1",31006 DAMME
31006E19-,KANAAL-NOORD-VERSPR. BEWONING,"1649","1",31006 DAMME
31006F00-,SIJSELE-CENTRUM,"1650","1",31006 DAMME
31006F01-,GENTSESTEENWEG,"1650","1",31006 DAMME
31006F02-,ZWAAN,"1650","1",31006 DAMME
31006F03-,SIJSELEVELD,"1650","1",31006 DAMME
31006F082,SIJSELE-VERSPR. BEWONING-ZUID,"1650","1",31006 DAMME
31006F091,SIJSELE-VERSPR. BEWONING-NOORD,"1650","1",31006 DAMME
31012A00-,JABBEKE-CENTRUM,"1651","1",31012 JABBEKE
31012A01-,ZWIJNHOEK,"1651","1",31012 JABBEKE
31012A02-,MOLENHOEK,"1651","1",31012 JABBEKE
31012A030,FLAMINCKA - PARK,"1651","1",31012 JABBEKE
31012A04-,LETTENBURG,"1652","1",31012 JABBEKE
31012A091,JABBEKE-VERSPR. BEWONING-ZUID,"1651","1",31012 JABBEKE
31012A0JA,RECREATIE,"1651","1",31012 JABBEKE
31012A0PA,JABBEKE NOORD,"1652","1",31012 JABBEKE
31012B00-,ZERKEGEM-KERN,"1653","1",31012 JABBEKE
31012B01-,MOLENHOEK,"1653","1",31012 JABBEKE
31012B082,NOORDHOEKHOF,"1653","1",31012 JABBEKE
31012B091,ZERKEGEM-VERSPR. BEWONING-ZUID,"1653","1",31012 JABBEKE
31012C00-,STALHILLE-KERN,"1654","1",31012 JABBEKE
31012C09-,STALHILLE-VERSPREIDE BEWONING,"1654","1",31012 JABBEKE
31012D00-,VARSENARE-CENTRUM,"1655","1",31012 JABBEKE
31012D02-,GISTELSTRAAT - NACHTEGALEN - TAFELDIJCKEN,"1655","1",31012 JABBEKE
31012D03-,STATIONSSTRAAT,"1655","1",31012 JABBEKE
"31012D043",GROENWALL - PROVENHOF,"1655","1",31012 JABBEKE
"31012D082",NIEUWWEGE,"1655","1",31012 JABBEKE
"31012D091",VARSENARE-VERSPREIDE BEWONING,"1655","1",31012 JABBEKE
31012D0AP,GROTE THEMS,"1655","1",31012 JABBEKE
"31012E000",SNELLEGEM-KERN,"1656","1",31012 JABBEKE
31012E08-,,"1656","1",31012 JABBEKE
"31012E091",SNELLEGEM - KOUTER - DE BATS,"1656","1",31012 JABBEKE
"31012E113",AUTOSTRADE,"1657","1",31012 JABBEKE
"31012E182",NOORDHOEK - KWETSHAGE,"1657","1",31012 JABBEKE
31022A000,OOSTKAMP-CENTRUM,"1658","1",31022 OOSTKAMP
31022A011,GRUUTHUYSE,"1658","1",31022 OOSTKAMP
31022A02-,MACIEBERG,"1658","1",31022 OOSTKAMP
31022A03-,ZWARTE GAT,"1659","1",31022 OOSTKAMP
31022A04-,STUIVENBERGE,"1660","1",31022 OOSTKAMP
31022A053,VALKAART,"1658","1",31022 OOSTKAMP
31022A072,SIEMENS,"1658","1",31022 OOSTKAMP
31022A082,OOSTKAMP-VERSPR. BEW.-ZUIDOOST,"1660","1",31022 OOSTKAMP
31022A091,OOSTKAMP-VERSPR.BEW.-NOORDOOST,"1659","1",31022 OOSTKAMP
31022A10-,MOERBRUGGE,"1662","1",31022 OOSTKAMP
31022A1MA,LIEVERSTEDE,"1662","1",31022 OOSTKAMP
31022A1PA,MOERBRUGGE,"1662","1",31022 OOSTKAMP
31022A20-,STEENBRUGGE - KEVERGEM,"1663","1",31022 OOSTKAMP
31022A21-,STEENBRUGGE,"1663","1",31022 OOSTKAMP
31022A413,NIEUWENHOVE,"1661","1",31022 OOSTKAMP
31022A42-,ERKEGEM,"1660","1",31022 OOSTKAMP
31022A484,BREIDELS,"1661","1",31022 OOSTKAMP
31022A4MA,KAMPVELD,"1661","1",31022 OOSTKAMP
31022A4PA,NIEUWENHOVE,"1661","1",31022 OOSTKAMP
31022B00-,HERTSBERGE - KERN,"1664","1",31022 OOSTKAMP
31022B012,BULSKAMPVELD,"1664","1",31022 OOSTKAMP
31022B091,HERTSBERGE-VERSPREIDE BEWONING,"1664","1",31022 OOSTKAMP
31022C00-,RUDDERVOORDE-CENTRUM,"1665","1",31022 OOSTKAMP
31022C010,KRUISKALSIJDE,"1665","1",31022 OOSTKAMP
31022C02-,LEEGTE,"1665","1",31022 OOSTKAMP
31022C03-,MOLENHOEK,"1665","1",31022 OOSTKAMP
31022C08-,SIJSLO,"1665","1",31022 OOSTKAMP
31022C090,RUDDERVOORDE-VERSPR. BEWONING,"1665","1",31022 OOSTKAMP
31022C10-,BALIEBRUGGE,"1665","1",31022 OOSTKAMP
31022C19-,BERGEN,"1665","1",31022 OOSTKAMP
"31022D001",WAARDAMME-KERN,"1666","1",31022 OOSTKAMP
"31022D012",DE VIJVERS,"1666","1",31022 OOSTKAMP
31022D09-,WAARDAMME-VERSPREIDE BEWONING,"1666","1",31022 OOSTKAMP
31033A001,TORHOUT-KERN,"1667","1",31033 TORHOUT
31033A011,RIJSELSTRAAT,"1667","1",31033 TORHOUT
31033A02-,BEKHOF,"1668","1",31033 TORHOUT
31033A03-,LEOPOLDSWIJK,"1667","1",31033 TORHOUT
31033A041,KAREL DE STOUTELAAN,"1669","1",31033 TORHOUT
31033A052,TORHOUT-CENTRUM-NOORD,"1667","1",31033 TORHOUT
31033A072,INDUSTRIEPARK,"1669","1",31033 TORHOUT
31033A09-,SLARIN,"1670","1",31033 TORHOUT
31033A10-,STATION,"1671","1",31033 TORHOUT
31033A111,SCHAVELARE,"1672","1",31033 TORHOUT
31033A122,BRESKENS,"1672","1",31033 TORHOUT
31033A132,NACHTEGAAL,"1671","1",31033 TORHOUT
31033A182,VOSSEBERG,"1672","1",31033 TORHOUT
31033A191,GROENHOVE,"1673","1",31033 TORHOUT
31033A201,REVINSE-NOORD,"1674","1",31033 TORHOUT
31033A21-,OOSTENDESTRAAT,"1675","1",31033 TORHOUT
31033A22-,'T HOGE,"1676","1",31033 TORHOUT
31033A232,REVINSE-ZUID,"1674","1",31033 TORHOUT
31033A29-,MAAGDEVELD,"1675","1",31033 TORHOUT
31033A31-,WIJNENDALEDORP,"1676","1",31033 TORHOUT
31033A39-,WIJNENDALEVELD,"1676","1",31033 TORHOUT
31033A40-,VERLOREN KOST,"1677","1",31033 TORHOUT
31033A411,DRIEKONINGEN,"1677","1",31033 TORHOUT
31033A42-,BERG-OP-ZOOM,"1677","1",31033 TORHOUT
31033A482,SCHRIJVERSVELD,"1677","1",31033 TORHOUT
31033A501,KORENBLOEM - VILBELUIK - POTTEBEZEMHOEK,"1673","1",31033 TORHOUT
31033A592,BERGEN,"1673","1",31033 TORHOUT
31033A60-,SINT-HENRICUS,"1678","1",31033 TORHOUT
31033A69-,LANGENHOEK,"1678","1",31033 TORHOUT
31033B300,WIJNENDALE - KERN,"1679","1",31033 TORHOUT
31033B322,SCHOOL- EN STEENSTRAAT,"1679","1",31033 TORHOUT
31033B33-,SPARAPPEL,"1679","1",31033 TORHOUT
31040A001,ZEDELGEM-CENTRUM,"1680","1",31040 ZEDELGEM
31040A01-,NOORD - WANDELING,"1680","1",31040 ZEDELGEM
31040A022,GROENE MEERSEN,"1680","1",31040 ZEDELGEM
31040A032,DE LINDE,"1680","1",31040 ZEDELGEM
31040A089,,"1681","1",31040 ZEDELGEM
31040A091,ZEDELGEM-VERSPREIDE BEWONING,"1680","1",31040 ZEDELGEM
31040A10-,ZUIDWEGE,"1682","1",31040 ZEDELGEM
31040A111,DE LEEUW,"1682","1",31040 ZEDELGEM
31040A12-,SOMERSVELD,"1682","1",31040 ZEDELGEM
31040A132,SOMERSVELDHOEVE,"1682","1",31040 ZEDELGEM
31040B00-,LOPPEM-CENTRUM,"1683","1",31040 ZEDELGEM
31040B01-,SINT-ANDRIESHOEK,"1683","1",31040 ZEDELGEM
31040B021,VIJVERKASTEEL,"1683","1",31040 ZEDELGEM
31040B032,SCHEUREMANS WIJK,"1683","1",31040 ZEDELGEM
31040B082,LOPPEM -VERSPR. BEW.-NOORD,"1683","1",31040 ZEDELGEM
31040B091,LOPPEM -VERSPR. BEW.-ZUID,"1683","1",31040 ZEDELGEM
31040B111,PIERLAPONTHOEK,"1683","1",31040 ZEDELGEM
31040B192,PIERLAPONTHOEK -VERSPR. BEW.,"1683","1",31040 ZEDELGEM
31040C000,VELDEGEM-CENTRUM,"1684","1",31040 ZEDELGEM
31040C01-,LEPE,"1684","1",31040 ZEDELGEM
31040C082,VELDEGEM -VERSPR. BEW.-ZUID,"1684","1",31040 ZEDELGEM
31040C091,VELDEGEM -VERSPR. BEW.-NOORD,"1684","1",31040 ZEDELGEM
"31040D001",AARTRIJKE-CENTRUM-KERN,"1685","1",31040 ZEDELGEM
"31040D012",AARTRIJKE NIEUWE WIJK,"1685","1",31040 ZEDELGEM
"31040D023",DE ENGEL,"1685","1",31040 ZEDELGEM
"31040D091",AARTRIJKE-VERSPR. BEW.-NOORD,"1685","1",31040 ZEDELGEM
"31040D192",AARTRIJKE-VERSPR. BEW.-ZUID,"1685","1",31040 ZEDELGEM
31040D21-,VELD,"1685","1",31040 ZEDELGEM
31042A00-,ZUIENKERKE-KERN,"1686","1",31042 ZUIENKERKE
31042A091,ZUIENKERKE-VERSPREIDE BEWONING,"1686","1",31042 ZUIENKERKE
31042A112,KRAMPENKAPEL,"1686","1",31042 ZUIENKERKE
31042B00-,MEETKERKE-KERN,"1687","1",31042 ZUIENKERKE
31042B09-,MEETKERKE-VERSPREIDE BEWONING,"1687","1",31042 ZUIENKERKE
31042C00-,HOUTAVE-KERN,"1688","1",31042 ZUIENKERKE
31042C09-,HOUTAVE-VERSPREIDE BEWONING,"1688","1",31042 ZUIENKERKE
31042D00-,NIEUWMUNSTER-KERN,"1689","1",31042 ZUIENKERKE
"31042D091",NIEUWMUNSTER-VERSPR. BEWONING,"1689","1",31042 ZUIENKERKE
"31042D112",LEKKERBEK,"1689","1",31042 ZUIENKERKE
31043A00-,KNOKKE-DORP,"1690","1",31043 KNOKKE-HEIST
31043A01-,MAGERE SCHORRE,"1691","1",31043 KNOKKE-HEIST
31043A021,DE KEUVELHOEK,"1690","1",31043 KNOKKE-HEIST
31043A03-,SPORT- EN OPENLUCHTCENTRUM,"1690","1",31043 KNOKKE-HEIST
31043A04-,STATION,"1690","1",31043 KNOKKE-HEIST
31043A052,HET KALF,"1691","1",31043 KNOKKE-HEIST
31043A090,HAZEGRAS - DE VREDE,"1692","1",31043 KNOKKE-HEIST
31043A10-,KNOKKE - CENTRUM,"1693","1",31043 KNOKKE-HEIST
31043A11-,KNOKKE - ZEEDIJK - HET ZOUTE,"1694","1",31043 KNOKKE-HEIST
31043A12-,KNOKKE HEILIG HART,"1693","1",31043 KNOKKE-HEIST
31043A13-,ALBERTSTRAND,"1695","1",31043 KNOKKE-HEIST
31043A14-,ELISABETHLAAN - HET ZOUTE,"1694","1",31043 KNOKKE-HEIST
31043A15-,DE LAC,"1695","1",31043 KNOKKE-HEIST
31043A20-,BRONLAAN - HET ZOUTE,"1696","1",31043 KNOKKE-HEIST
31043A210,SPARREBOS - GOLF,"1691","1",31043 KNOKKE-HEIST
31043A30-,OOSTHOEK ( KNOKKE ),"1696","1",31043 KNOKKE-HEIST
31043A39-,HET ZWIN,"1697","1",31043 KNOKKE-HEIST
31043B00-,HEIST-CENTRUM,"1698","1",31043 KNOKKE-HEIST
31043B01-,WESTKAPELLESTRAAT-NOORD,"1699","1",31043 KNOKKE-HEIST
31043B02-,MOLENHOEK - STATION,"1698","1",31043 KNOKKE-HEIST
31043B03-,DE BOLLE,"1699","1",31043 KNOKKE-HEIST
31043B04-,TUINWIJK,"1700","1",31043 KNOKKE-HEIST
31043B08-,DIR. GEN. WILLEMSPARK,"1700","1",31043 KNOKKE-HEIST
31043B0PN,HEIST-POLDERS-VERSPR.BEW.,"1701","1",31043 KNOKKE-HEIST
31043B10-,HEIST - ZEEDIJK,"1699","1",31043 KNOKKE-HEIST
31043B20-,DUINBERGEN-KERN,"1702","1",31043 KNOKKE-HEIST
31043B21-,DUINBERGEN-CENTER,"1702","1",31043 KNOKKE-HEIST
31043B22-,DUINBERGEN - WATERWINNING,"1702","1",31043 KNOKKE-HEIST
31043B23-,DUINBERGEN - ALBERTSTRAND,"1702","1",31043 KNOKKE-HEIST
31043B302,KIJKDORP,"1703","1",31043 KNOKKE-HEIST
31043B31-,OOSTHOEK HEIST - KROMMEDIJK,"1700","1",31043 KNOKKE-HEIST
31043C00-,RAMSKAPELLE-DORP,"1704","1",31043 KNOKKE-HEIST
31043C099,PELIKAAN,"1704","1",31043 KNOKKE-HEIST
31043D00-,WESTKAPELLE-DORP,"1705","1",31043 KNOKKE-HEIST
31043D01-,KALVERKEETDIJK-ZUID,"1705","1",31043 KNOKKE-HEIST
31043D02-,PALINGPOT - HOEKESTRAAT,"1705","1",31043 KNOKKE-HEIST
31043D03-,DRIEWEGE - KRAGENDIJK,"1705","1",31043 KNOKKE-HEIST
31043D0MA,KNOKKE-HEIST KALVE,"1705","1",31043 KNOKKE-HEIST
31043D0PA,WESTKAPELLE-VERSPR.BEWONING,"1705","1",31043 KNOKKE-HEIST
32003A001,DIKSMUIDE-CENTRUM,"1706","1",32003 DIKSMUIDE
32003A01-,SCHEPENDOM,"1706","1",32003 DIKSMUIDE
32003A021,TUINWIJK,"1707","1",32003 DIKSMUIDE
32003A03-,IJZERLAAN,"1706","1",32003 DIKSMUIDE
32003A042,BLOEMMOLENS,"1706","1",32003 DIKSMUIDE
32003A053,OOSTVESTEN,"1706","1",32003 DIKSMUIDE
32003A072,HEERNISSE,"1707","1",32003 DIKSMUIDE
32003A091,DIKSMUIDE-VERSPREIDE BEWONING,"1707","1",32003 DIKSMUIDE
32003A10-,ESEN-KERN,"1708","1",32003 DIKSMUIDE
32003A11-,ROESELARESTRAAT,"1708","1",32003 DIKSMUIDE
32003A12-,DIKSMUIDESTRAAT - EIKHOF,"1708","1",32003 DIKSMUIDE
32003A19-,ESEN-VERSPREIDE BEWONING,"1708","1",32003 DIKSMUIDE
32003A20-,KAASKERKE-KERN,"1709","1",32003 DIKSMUIDE
32003A29-,KAASKERKE-VERSPREIDE BEWONING,"1709","1",32003 DIKSMUIDE
32003A312,ZONNESTRAAL,"1707","1",32003 DIKSMUIDE
32003B000,BEERST - DORPSPLAATS - HOOGRAAD - TRANTELAAR,"1710","1",32003 DIKSMUIDE
32003B090,KASTEELHOEK - KALESHOEK,"1710","1",32003 DIKSMUIDE
32003B11-,KEIZERHOEK,"1710","1",32003 DIKSMUIDE
32003B19-,DE DRIE MUSSEN,"1710","1",32003 DIKSMUIDE
32003C00-,KEIEM-KERN,"1711","1",32003 DIKSMUIDE
32003C08-,WITTE POORTHOEK,"1711","1",32003 DIKSMUIDE
32003C09-,DE WALEWEIDEN - TERVAETE,"1711","1",32003 DIKSMUIDE
"32003D000",LEKE-KERN,"1712","1",32003 DIKSMUIDE
32003D08-,PUIDSARMOEDE,"1712","1",32003 DIKSMUIDE
"32003D090",LEKE-VERSPREIDE BEWONING,"1712","1",32003 DIKSMUIDE
32003E00-,VLADSLO-KERN,"1713","1",32003 DIKSMUIDE
32003E09-,VLADSLO-VERSPREIDE BEWONING,"1713","1",32003 DIKSMUIDE
32003F00-,WOUMEN-CENTRUM,"1714","1",32003 DIKSMUIDE
32003F01-,SERPENTHOEK,"1714","1",32003 DIKSMUIDE
32003F081,OUDLAND,"1714","1",32003 DIKSMUIDE
32003F091,WOUMEN - POLDER,"1714","1",32003 DIKSMUIDE
32003G00-,NIEUWKAPELLE-KERN,"1715","1",32003 DIKSMUIDE
32003G099,NIEUWKAPELLE - VERSPREIDE BEW. - KNOCKENWIJK,"1715","1",32003 DIKSMUIDE
32003H099,OUDEKAPELLE - VERSPREIDE BEWONING - VLAHOEK,"1716","1",32003 DIKSMUIDE
32003J099,SINT-JACOBS-KAPELLE,"1717","1",32003 DIKSMUIDE
32003K00-,OOSTKERKE-KERN,"1718","1",32003 DIKSMUIDE
32003K09-,OOSTKERKE-VERSPREIDE BEWONING,"1718","1",32003 DIKSMUIDE
32003L00-,LAMPERNISSE-KERN,"1719","1",32003 DIKSMUIDE
32003L09-,PLANTHOEK-VISSERSSTR.-KRUISSE,"1719","1",32003 DIKSMUIDE
32003L19-,ZANNEKINHOEK - DIKSMUIDESTRAAT,"1719","1",32003 DIKSMUIDE
32003M00-,PERVIJZE-KERN,"1720","1",32003 DIKSMUIDE
32003M08-,SCHOORBAKKE,"1720","1",32003 DIKSMUIDE
32003M09-,ROUSDAMME - ACHT ZALIGHEDEN - VIJFHUIZEN,"1720","1",32003 DIKSMUIDE
32003N09-,STUIVEKENSKERKE - VERSPR. BEW.,"1721","1",32003 DIKSMUIDE
32006A001,HOUTHULST-CENTRUM-ZUID,"1722","1",32006 HOUTHULST
32006A01-,HOOGKWARTIER - ST-HUBERTUSWIJK,"1722","1",32006 HOUTHULST
32006A022,HOUTHULST-CENTRUM-NOORD,"1722","1",32006 HOUTHULST
32006A089,VRIJBOS,"1722","1",32006 HOUTHULST
32006A099,NOORDEINDE-TERREST-VERSP. BEW.,"1722","1",32006 HOUTHULST
32006A111,TERREST - KERN,"1722","1",32006 HOUTHULST
32006A299,,"1722","1",32006 HOUTHULST
32006B00-,MERKEM-KERN,"1723","1",32006 HOUTHULST
32006B012,KIPPE,"1723","1",32006 HOUTHULST
32006B081,OUDLAND,"1723","1",32006 HOUTHULST
32006B09-,NOORDEINDE,"1723","1",32006 HOUTHULST
32006B19-,NACHTEGAAL,"1723","1",32006 HOUTHULST
32006C082,RONEHOEK - NIEUWE STEDE,"1724","1",32006 HOUTHULST
32006C092,ZANDHOEK,"1724","1",32006 HOUTHULST
32006C10-,JONKERSHOVE - STROVENDORP,"1724","1",32006 HOUTHULST
32006D00-,KLERKEN-CENTRUM,"1725","1",32006 HOUTHULST
"32006D012",CENTIEMHOEK,"1725","1",32006 HOUTHULST
"32006D091",KLERKEN-VERSPREIDE BEWONING,"1725","1",32006 HOUTHULST
32006D10-,PIERKENSHOEK,"1725","1",32006 HOUTHULST
32006D19-,ZWARTEGAT - VELDHOEK,"1725","1",32006 HOUTHULST
32010A001,KOEKELARE-CENTRUM-KERN,"1726","1",32010 KOEKELARE
32010A010,ICHTEGEMSTRAAT,"1726","1",32010 KOEKELARE
32010A020,JAGERSHOF - DE PLUIM,"1726","1",32010 KOEKELARE
32010A032,KOEKELARE-CENTRUM-ZUID,"1726","1",32010 KOEKELARE
32010A043,KOEKELARE-CENTRUM-NOORD,"1726","1",32010 KOEKELARE
